unix,date,symbol,open,high,low,close,Volume EOS,Volume USDT,tradecount
1.60834E+12,2020/12/19 2:00,EOS/USDT,3.0498,3.068,3.0473,3.0679,307037.05,938496.3086,1944
1.60835E+12,2020/12/19 3:00,EOS/USDT,3.0679,3.0799,3.0572,3.0682,493078.78,1512237.718,2608
1.60835E+12,2020/12/19 4:00,EOS/USDT,3.0678,3.1058,3.0614,3.0879,647893.17,2002581.36,4269
1.60835E+12,2020/12/19 5:00,EOS/USDT,3.0877,3.0975,3.0705,3.0777,423835.2,1307290.636,2744
1.60836E+12,2020/12/19 6:00,EOS/USDT,3.0771,3.0787,3.0521,3.0602,375027.71,1149377.146,2522
1.60836E+12,2020/12/19 7:00,EOS/USDT,3.0592,3.072,3.0586,3.0638,207138.17,635169.6507,1472
1.60836E+12,2020/12/19 8:00,EOS/USDT,3.0637,3.0808,3.0557,3.0788,478927.9,1471157.222,3141
1.60837E+12,2020/12/19 9:00,EOS/USDT,3.0782,3.0871,3.0701,3.0723,328966.11,1012642.476,2207
1.60837E+12,2020/12/19 10:00,EOS/USDT,3.0727,3.0875,3.0727,3.079,464289.27,1429978.149,2729
1.60838E+12,2020/12/19 11:00,EOS/USDT,3.0789,3.0819,3.057,3.0595,283240.41,869587.3888,2195
1.60838E+12,2020/12/19 12:00,EOS/USDT,3.0597,3.1001,3.0579,3.0893,592627.51,1829690.385,3682
1.60838E+12,2020/12/19 13:00,EOS/USDT,3.0885,3.0979,3.0778,3.0945,394757.51,1219713.62,2779
1.60839E+12,2020/12/19 14:00,EOS/USDT,3.0944,3.1136,3.0621,3.0834,1234317.52,3814180.793,8011
1.60839E+12,2020/12/19 15:00,EOS/USDT,3.0832,3.0981,3.0736,3.0906,809787.03,2499947.148,4987
1.60839E+12,2020/12/19 16:00,EOS/USDT,3.0911,3.12,3.0741,3.0911,1997818.66,6176042.084,11803
1.6084E+12,2020/12/19 17:00,EOS/USDT,3.0912,3.1053,3.08,3.0807,576001.92,1781546.758,4487
1.6084E+12,2020/12/19 18:00,EOS/USDT,3.081,3.0915,3.0622,3.0842,325674.46,1002694.482,3152
1.6084E+12,2020/12/19 19:00,EOS/USDT,3.0847,3.0878,3.0726,3.0838,231513.85,713165.0677,2033
1.60841E+12,2020/12/19 20:00,EOS/USDT,3.0832,3.0999,3.0736,3.0958,532919.37,1646568.333,2922
1.60841E+12,2020/12/19 21:00,EOS/USDT,3.0953,3.0973,3.0781,3.0929,206887.86,638931.8262,1818
1.60842E+12,2020/12/19 22:00,EOS/USDT,3.0923,3.0932,3.0763,3.0908,147665.23,455729.6929,1212
1.60842E+12,2020/12/19 23:00,EOS/USDT,3.0911,3.0912,3.03,3.0535,907821.31,2770101.409,5409
1.60842E+12,2020/12/20 0:00,EOS/USDT,3.0528,3.057,3.0131,3.0334,838944.1,2546054.844,5724
1.60843E+12,2020/12/20 1:00,EOS/USDT,3.0334,3.039,3.0195,3.035,365905.66,1108436.64,2740
1.60843E+12,2020/12/20 2:00,EOS/USDT,3.0352,3.0411,3.0219,3.0333,274114,830995.0141,1905
1.60843E+12,2020/12/20 3:00,EOS/USDT,3.0332,3.0394,3.0159,3.0253,172859.21,523293.2079,1824
1.60844E+12,2020/12/20 4:00,EOS/USDT,3.0234,3.0385,3.0015,3.0338,476648.37,1439663.626,3471
1.60844E+12,2020/12/20 5:00,EOS/USDT,3.0333,3.0439,3.0313,3.0322,147475.85,447852.0021,1129
1.60844E+12,2020/12/20 6:00,EOS/USDT,3.0315,3.0504,3.0311,3.0401,121209.56,368717.8956,1187
1.60845E+12,2020/12/20 7:00,EOS/USDT,3.0401,3.1653,3.0391,3.1618,1471889.31,4582752.684,9168
1.60845E+12,2020/12/20 8:00,EOS/USDT,3.162,3.2486,3.1503,3.2034,3498550.21,11195400.11,21995
1.60845E+12,2020/12/20 9:00,EOS/USDT,3.2041,3.2559,3.1839,3.2,2050074.18,6604136.226,12908
1.60846E+12,2020/12/20 10:00,EOS/USDT,3.2005,3.2219,3.1351,3.1487,1612417.68,5129988.491,9284
1.60846E+12,2020/12/20 11:00,EOS/USDT,3.1477,3.1944,3.1474,3.1864,769690.12,2439667.302,5179
1.60847E+12,2020/12/20 12:00,EOS/USDT,3.1864,3.189,3.122,3.1634,877675.97,2768638.434,7193
1.60847E+12,2020/12/20 13:00,EOS/USDT,3.1635,3.2041,3.1222,3.1994,1396434.74,4410445.192,10899
1.60847E+12,2020/12/20 14:00,EOS/USDT,3.2001,3.2348,3.1913,3.197,1611011.39,5172379.277,10933
1.60848E+12,2020/12/20 15:00,EOS/USDT,3.1961,3.2889,3.1955,3.2829,2502266.34,8173472.511,15672
1.60848E+12,2020/12/20 16:00,EOS/USDT,3.283,3.3323,3.2379,3.2451,2712582.96,8914935.103,15853
1.60848E+12,2020/12/20 17:00,EOS/USDT,3.2459,3.2662,3.2215,3.2357,1085132.84,3516697.549,6049
1.60849E+12,2020/12/20 18:00,EOS/USDT,3.2358,3.2467,3.2265,3.2344,619575.54,2004157.577,3556
1.60849E+12,2020/12/20 19:00,EOS/USDT,3.235,3.239,3.2145,3.2232,566761.47,1828644.996,3266
1.60849E+12,2020/12/20 20:00,EOS/USDT,3.2231,3.2513,3.2231,3.2475,522522.67,1691876.856,2982
1.6085E+12,2020/12/20 21:00,EOS/USDT,3.2473,3.2484,3.1124,3.1309,2108202.69,6679139.59,12172
1.6085E+12,2020/12/20 22:00,EOS/USDT,3.1314,3.1398,3.0179,3.1274,2138707.97,6617820.884,12651
1.60851E+12,2020/12/20 23:00,EOS/USDT,3.1291,3.1479,3.1159,3.1361,892744.69,2795103.076,5669
1.60851E+12,2020/12/21 0:00,EOS/USDT,3.1346,3.2333,3.0996,3.2106,2782283.92,8855802.825,15203
1.60851E+12,2020/12/21 1:00,EOS/USDT,3.2109,3.2784,3.1864,3.2573,2090604.5,6742457.754,13157
1.60852E+12,2020/12/21 2:00,EOS/USDT,3.2574,3.261,3.2249,3.2363,1122025.45,3638230.493,7883
1.60852E+12,2020/12/21 3:00,EOS/USDT,3.2361,3.2543,3.2109,3.222,1236984.87,3995969.947,7627
1.60852E+12,2020/12/21 4:00,EOS/USDT,3.2218,3.2406,3.192,3.2099,909538.76,2931738.334,5940
1.60853E+12,2020/12/21 5:00,EOS/USDT,3.2099,3.2205,3.1774,3.1844,842894.6,2693115.204,6135
1.60853E+12,2020/12/21 6:00,EOS/USDT,3.1857,3.1961,3.1582,3.1923,774981.32,2461008.21,5365
1.60853E+12,2020/12/21 7:00,EOS/USDT,3.1922,3.2071,3.1831,3.193,719487.92,2298573.631,4874
1.60854E+12,2020/12/21 8:00,EOS/USDT,3.1929,3.1977,3.0927,3.0992,2349908.11,7357821.722,13911
1.60854E+12,2020/12/21 9:00,EOS/USDT,3.1001,3.12,3.058,3.0786,1990891.73,6150999.016,13193
1.60854E+12,2020/12/21 10:00,EOS/USDT,3.0777,3.092,2.9609,2.9837,4523016.93,13644988.32,27658
1.60855E+12,2020/12/21 11:00,EOS/USDT,2.9837,3.028,2.9699,2.9895,1983894.67,5966202.472,12283
1.60855E+12,2020/12/21 12:00,EOS/USDT,2.9891,2.9893,2.91,2.9548,2759308.87,8125780.928,16195
1.60856E+12,2020/12/21 13:00,EOS/USDT,2.9548,2.9876,2.9486,2.9779,533728.21,1586374.547,3146
1.60856E+12,2020/12/21 14:00,EOS/USDT,2.9779,2.9779,2.9779,2.9779,0,0,0
1.60857E+12,2020/12/21 18:00,EOS/USDT,2.9749,2.975,2.9329,2.9587,585942.35,1732141.318,3829
1.60858E+12,2020/12/21 19:00,EOS/USDT,2.9594,2.9848,2.9201,2.9267,967573.31,2847530.993,3596
1.60858E+12,2020/12/21 20:00,EOS/USDT,2.9272,2.9329,2.9021,2.9129,695970.09,2029690.526,3419
1.60858E+12,2020/12/21 21:00,EOS/USDT,2.9129,2.9634,2.904,2.9604,423360.6,1243693.866,2598
1.60859E+12,2020/12/21 22:00,EOS/USDT,2.9588,2.9801,2.9514,2.9791,388977.38,1154023.807,2003
1.60859E+12,2020/12/21 23:00,EOS/USDT,2.9785,2.9836,2.9244,2.9288,718963.25,2124977.988,4040
1.6086E+12,2020/12/22 0:00,EOS/USDT,2.9292,2.9523,2.8904,2.8933,1051616.73,3071562.243,6533
1.6086E+12,2020/12/22 1:00,EOS/USDT,2.893,2.9129,2.8765,2.8864,1791156.42,5182910.783,11293
1.6086E+12,2020/12/22 2:00,EOS/USDT,2.8865,2.9341,2.8853,2.9307,551552.12,1607507.148,3614
1.60861E+12,2020/12/22 3:00,EOS/USDT,2.9308,2.9311,2.8982,2.9028,689251.42,2005789.436,4744
1.60861E+12,2020/12/22 4:00,EOS/USDT,2.9027,2.9265,2.9025,2.9138,637248.11,1858362.405,4129
1.60861E+12,2020/12/22 5:00,EOS/USDT,2.9135,2.9141,2.8465,2.8599,1275946.55,3671996.118,8612
1.60862E+12,2020/12/22 6:00,EOS/USDT,2.8606,2.8708,2.8273,2.8495,1271274.16,3621811.903,7540
1.60862E+12,2020/12/22 7:00,EOS/USDT,2.8504,2.8629,2.8151,2.8375,1692615.54,4805074.873,8807
1.60862E+12,2020/12/22 8:00,EOS/USDT,2.8375,2.8518,2.771,2.8323,2111520.13,5935400.493,12319
1.60863E+12,2020/12/22 9:00,EOS/USDT,2.8323,2.8556,2.8226,2.8547,929108.53,2637120.132,5753
1.60863E+12,2020/12/22 10:00,EOS/USDT,2.8548,2.8607,2.8331,2.8492,636008.64,1810468.098,4486
1.60863E+12,2020/12/22 11:00,EOS/USDT,2.8494,2.8998,2.8494,2.891,1037188.6,2985173.989,6232
1.60864E+12,2020/12/22 12:00,EOS/USDT,2.8911,2.9298,2.8859,2.9188,934259.04,2712944.052,6052
1.60864E+12,2020/12/22 13:00,EOS/USDT,2.9184,2.9456,2.8948,2.9418,923449.08,2695244.574,5102
1.60865E+12,2020/12/22 14:00,EOS/USDT,2.942,2.9524,2.9161,2.9224,903043.68,2650334.075,5221
1.60865E+12,2020/12/22 15:00,EOS/USDT,2.9241,2.9539,2.9119,2.9188,838113.84,2457414.604,5373
1.60865E+12,2020/12/22 16:00,EOS/USDT,2.9187,2.9314,2.8691,2.891,1364853.16,3955602.227,8039
1.60866E+12,2020/12/22 17:00,EOS/USDT,2.891,2.9008,2.8737,2.892,414569.33,1198026.533,3196
1.60866E+12,2020/12/22 18:00,EOS/USDT,2.8924,2.8976,2.8772,2.8872,329731.62,951777.1742,2495
1.60866E+12,2020/12/22 19:00,EOS/USDT,2.8871,2.8963,2.8736,2.8917,393914.22,1136513.029,2361
1.60867E+12,2020/12/22 20:00,EOS/USDT,2.8924,2.9067,2.8456,2.8602,790293.2,2265861.373,4945
1.60867E+12,2020/12/22 21:00,EOS/USDT,2.8605,2.8708,2.7929,2.8167,1712450.13,4846255.278,9695
1.60867E+12,2020/12/22 22:00,EOS/USDT,2.8168,2.8673,2.7994,2.8621,603003.3,1706071.204,3746
1.60868E+12,2020/12/22 23:00,EOS/USDT,2.8625,2.9075,2.8517,2.898,797376.8,2301078.734,4212
1.60868E+12,2020/12/23 0:00,EOS/USDT,2.8969,2.9118,2.8785,2.9099,871714.33,2521793.036,4497
1.60869E+12,2020/12/23 1:00,EOS/USDT,2.9099,2.9147,2.8421,2.8449,1066657.92,3066652.811,7776
1.60869E+12,2020/12/23 2:00,EOS/USDT,2.8452,2.858,2.8229,2.8405,868930.37,2466748.651,6324
1.60869E+12,2020/12/23 3:00,EOS/USDT,2.8404,2.8717,2.8369,2.8604,529148.54,1509686.384,4132
1.6087E+12,2020/12/23 4:00,EOS/USDT,2.8609,2.8609,2.8054,2.8074,1262018.58,3575168.954,8146
1.6087E+12,2020/12/23 5:00,EOS/USDT,2.8068,2.8148,2.7273,2.7669,2993830.18,8296088.601,16375
1.6087E+12,2020/12/23 6:00,EOS/USDT,2.7661,2.7851,2.7516,2.7734,1078531.75,2984459.202,5738
1.60871E+12,2020/12/23 7:00,EOS/USDT,2.7729,2.7889,2.7294,2.7722,1139721.6,3150568.435,6066
1.60871E+12,2020/12/23 8:00,EOS/USDT,2.7717,2.7951,2.7504,2.755,898870.52,2493382.081,4599
1.60871E+12,2020/12/23 9:00,EOS/USDT,2.7549,2.7721,2.7258,2.7667,1192513.58,3280895.322,7074
1.60872E+12,2020/12/23 10:00,EOS/USDT,2.7662,2.7808,2.6532,2.6715,2307123.3,6259822.81,12431
1.60872E+12,2020/12/23 11:00,EOS/USDT,2.6715,2.6773,2.428,2.6089,5376648.72,13814672.38,29773
1.60872E+12,2020/12/23 12:00,EOS/USDT,2.6087,2.7328,2.5959,2.7259,3084759.88,8220342.399,14353
1.60873E+12,2020/12/23 13:00,EOS/USDT,2.7259,2.7417,2.6304,2.6485,2202566.18,5928350.806,10994
1.60873E+12,2020/12/23 14:00,EOS/USDT,2.649,2.6962,2.6261,2.6862,1679775.81,4467724.042,7132
1.60874E+12,2020/12/23 15:00,EOS/USDT,2.6863,2.6872,2.59,2.6077,1656936.02,4378787.459,8422
1.60874E+12,2020/12/23 16:00,EOS/USDT,2.6085,2.6487,2.5854,2.5865,1939662.78,5071375.317,8228
1.60874E+12,2020/12/23 17:00,EOS/USDT,2.5867,2.6474,2.5859,2.6379,1163812.43,3056224.866,5456
1.60875E+12,2020/12/23 18:00,EOS/USDT,2.6386,2.6567,2.62,2.6343,767291.11,2023608.426,3540
1.60875E+12,2020/12/23 19:00,EOS/USDT,2.634,2.6769,2.6102,2.6525,921384.51,2433349.754,4973
1.60875E+12,2020/12/23 20:00,EOS/USDT,2.6525,2.6623,2.5457,2.5705,1419342.93,3675438.439,7185
1.60876E+12,2020/12/23 21:00,EOS/USDT,2.5697,2.582,2.5282,2.5426,1583067.94,4047525.397,7476
1.60876E+12,2020/12/23 22:00,EOS/USDT,2.5434,2.5559,1.9964,2.2365,9857838.48,21773015.16,51782
1.60876E+12,2020/12/23 23:00,EOS/USDT,2.2355,2.3589,2.2143,2.3148,3919640.97,9056001.594,19163
1.60877E+12,2020/12/24 0:00,EOS/USDT,2.3147,2.373,2.2508,2.3712,3088387.49,7143843.411,13360
1.60877E+12,2020/12/24 1:00,EOS/USDT,2.3713,2.4561,2.3551,2.4468,2532290.55,6058706.354,13105
1.60878E+12,2020/12/24 2:00,EOS/USDT,2.4485,2.4495,2.3452,2.3542,1863118.17,4456720.935,10958
1.60878E+12,2020/12/24 3:00,EOS/USDT,2.3532,2.3765,2.326,2.3693,1725295.63,4061521.79,10019
1.60878E+12,2020/12/24 4:00,EOS/USDT,2.3699,2.4029,2.3548,2.399,1139620.37,2717384.182,6723
1.60879E+12,2020/12/24 5:00,EOS/USDT,2.3991,2.4299,2.3794,2.4004,1097163.28,2644404.662,6483
1.60879E+12,2020/12/24 6:00,EOS/USDT,2.4008,2.4193,2.3133,2.3314,2525814.03,5946617.981,12526
1.60879E+12,2020/12/24 7:00,EOS/USDT,2.3313,2.3869,2.3098,2.3795,1394350.48,3282189.732,7638
1.6088E+12,2020/12/24 8:00,EOS/USDT,2.3795,2.4289,2.3701,2.415,1563358.38,3749225.821,8893
1.6088E+12,2020/12/24 9:00,EOS/USDT,2.4165,2.4307,2.3876,2.4295,1220861.31,2937094.602,7311
1.6088E+12,2020/12/24 10:00,EOS/USDT,2.4296,2.4341,2.3828,2.3882,1074854.04,2586247.808,9200
1.60881E+12,2020/12/24 11:00,EOS/USDT,2.3872,2.5186,2.3693,2.4772,2884100.85,7085711.115,16086
1.60881E+12,2020/12/24 12:00,EOS/USDT,2.4771,2.5142,2.4299,2.4581,1511995.72,3733699.309,11111
1.60881E+12,2020/12/24 13:00,EOS/USDT,2.4575,2.5964,2.4571,2.5668,2803604.11,7092939.683,16287
1.60882E+12,2020/12/24 14:00,EOS/USDT,2.5677,2.5851,2.5114,2.5253,1219117.47,3101964.075,7327
1.60882E+12,2020/12/24 15:00,EOS/USDT,2.5263,2.5516,2.5182,2.5413,1041414.24,2643115.524,5856
1.60883E+12,2020/12/24 16:00,EOS/USDT,2.5413,2.6629,2.5307,2.5742,3120511.65,8125128.026,15923
1.60883E+12,2020/12/24 17:00,EOS/USDT,2.5741,2.6008,2.5476,2.5875,1385658.43,3570817.191,7442
1.60883E+12,2020/12/24 18:00,EOS/USDT,2.5875,2.5942,2.5197,2.5453,1411565.5,3605548.531,6581
1.60884E+12,2020/12/24 19:00,EOS/USDT,2.5456,2.5684,2.5017,2.5173,1397403.32,3531722.636,6499
1.60884E+12,2020/12/24 20:00,EOS/USDT,2.5177,2.5307,2.4608,2.5047,1440402.54,3589776.259,7093
1.60884E+12,2020/12/24 21:00,EOS/USDT,2.5059,2.536,2.5024,2.5195,695460.47,1751094.987,3624
1.60885E+12,2020/12/24 22:00,EOS/USDT,2.5196,2.6265,2.5153,2.6204,958762.36,2461940.29,6948
1.60885E+12,2020/12/24 23:00,EOS/USDT,2.621,2.6922,2.5847,2.6682,3573148.38,9421684.552,18224
1.60885E+12,2020/12/25 0:00,EOS/USDT,2.6673,2.6872,2.5989,2.6513,2045032.83,5388785.615,10985
1.60886E+12,2020/12/25 1:00,EOS/USDT,2.6507,2.6759,2.6205,2.6439,930663.68,2462951.466,5757
1.60887E+12,2020/12/25 3:00,EOS/USDT,2.6431,2.6431,2.5934,2.6052,529036.33,1382456.567,3912
1.60887E+12,2020/12/25 4:00,EOS/USDT,2.6051,2.6243,2.5938,2.6181,564318.55,1472783.771,3857
1.60887E+12,2020/12/25 5:00,EOS/USDT,2.6181,2.6182,2.5821,2.6047,661738.67,1721113.072,4971
1.60888E+12,2020/12/25 6:00,EOS/USDT,2.605,2.6563,2.59,2.6271,1270206.81,3337004.367,7406
1.60888E+12,2020/12/25 7:00,EOS/USDT,2.627,2.6341,2.5972,2.6299,964247.21,2517339.074,6095
1.60888E+12,2020/12/25 8:00,EOS/USDT,2.6309,2.65,2.6091,2.6294,1037114.88,2728423.095,5648
1.60889E+12,2020/12/25 9:00,EOS/USDT,2.6292,2.684,2.6268,2.67,1092429.45,2901581.221,6995
1.60889E+12,2020/12/25 10:00,EOS/USDT,2.67,2.6848,2.6434,2.6789,1173152.76,3122785.178,6972
1.60889E+12,2020/12/25 11:00,EOS/USDT,2.6791,2.7433,2.6627,2.7311,2054146.01,5574786.525,14392
1.6089E+12,2020/12/25 12:00,EOS/USDT,2.7307,2.7395,2.68,2.6853,873631.69,2368539.31,5758
1.6089E+12,2020/12/25 13:00,EOS/USDT,2.6854,2.7222,2.6852,2.7208,584904.06,1583869.624,3992
1.6089E+12,2020/12/25 14:00,EOS/USDT,2.7208,2.7385,2.621,2.6509,1863294.63,4991714.381,12214
1.60891E+12,2020/12/25 15:00,EOS/USDT,2.6506,2.6796,2.6289,2.6458,1398493.4,3719178.061,7537
1.60891E+12,2020/12/25 16:00,EOS/USDT,2.6459,2.6893,2.5606,2.5853,3099991.86,8130015.157,14399
1.60892E+12,2020/12/25 17:00,EOS/USDT,2.5853,2.609,2.5422,2.5997,3127016.79,8069256.375,12965
1.60892E+12,2020/12/25 18:00,EOS/USDT,2.5995,2.6133,2.582,2.6065,1285322.02,3336828.181,5352
1.60892E+12,2020/12/25 19:00,EOS/USDT,2.6067,2.6397,2.5903,2.6325,1100046.91,2877002.008,5126
1.60893E+12,2020/12/25 20:00,EOS/USDT,2.6315,2.6359,2.6,2.611,1040760.85,2722584.142,4920
1.60893E+12,2020/12/25 21:00,EOS/USDT,2.6112,2.6196,2.5886,2.6031,828346.69,2157786.177,3821
1.60893E+12,2020/12/25 22:00,EOS/USDT,2.6025,2.6381,2.6,2.629,412217.58,1080794.138,2435
1.60894E+12,2020/12/25 23:00,EOS/USDT,2.6278,2.6797,2.6201,2.6661,1323234.09,3504759.634,6726
1.60894E+12,2020/12/26 0:00,EOS/USDT,2.6657,2.6959,2.643,2.6559,1053201.4,2806611.554,5853
1.60894E+12,2020/12/26 1:00,EOS/USDT,2.6549,2.6606,2.6239,2.6538,990031.78,2617482.594,5652
1.60895E+12,2020/12/26 2:00,EOS/USDT,2.6536,2.6613,2.6325,2.6428,612422.67,1621181.161,4170
1.60895E+12,2020/12/26 3:00,EOS/USDT,2.6429,2.6934,2.6429,2.6757,911145.31,2433907.917,5954
1.60896E+12,2020/12/26 4:00,EOS/USDT,2.6756,2.6778,2.6423,2.6465,564363.26,1501132.21,3571
1.60896E+12,2020/12/26 5:00,EOS/USDT,2.647,2.654,2.6227,2.6343,693386.62,1829655.722,3983
1.60896E+12,2020/12/26 6:00,EOS/USDT,2.6341,2.6408,2.6215,2.6333,374612.31,985539.4116,2495
1.60897E+12,2020/12/26 7:00,EOS/USDT,2.6336,2.6343,2.5748,2.6013,922680.41,2402603.023,6240
1.60897E+12,2020/12/26 8:00,EOS/USDT,2.6014,2.6337,2.5962,2.6123,731548.15,1913834.122,4298
1.60897E+12,2020/12/26 9:00,EOS/USDT,2.6121,2.6149,2.5513,2.5813,1160384.01,2992446.447,6202
1.60898E+12,2020/12/26 10:00,EOS/USDT,2.5812,2.5945,2.5251,2.568,1438656.53,3687447.37,7468
1.60898E+12,2020/12/26 11:00,EOS/USDT,2.5671,2.5958,2.5348,2.5889,965732.63,2482334.932,6113
1.60898E+12,2020/12/26 12:00,EOS/USDT,2.5879,2.618,2.5782,2.6019,1008080.78,2616455.275,6131
1.60899E+12,2020/12/26 13:00,EOS/USDT,2.6018,2.6125,2.5666,2.5851,800630.08,2072208.403,5690
1.60899E+12,2020/12/26 14:00,EOS/USDT,2.5852,2.6284,2.5725,2.5999,814418.37,2119491.119,5194
1.60899E+12,2020/12/26 15:00,EOS/USDT,2.6007,2.6035,2.5566,2.5763,567203.06,1460442.995,3691
1.609E+12,2020/12/26 16:00,EOS/USDT,2.5756,2.6717,2.5511,2.6377,2674397.94,7004616.388,13820
1.609E+12,2020/12/26 17:00,EOS/USDT,2.639,2.6434,2.6,2.6262,966525.41,2528911.622,5912
1.60901E+12,2020/12/26 18:00,EOS/USDT,2.6262,2.6439,2.6191,2.6265,549353.22,1445057.818,2700
1.60901E+12,2020/12/26 19:00,EOS/USDT,2.6257,2.6298,2.6118,2.618,324072.71,848975.5786,1745
1.60901E+12,2020/12/26 20:00,EOS/USDT,2.6165,2.6424,2.6023,2.6337,740835.47,1945048.101,3575
1.60902E+12,2020/12/26 21:00,EOS/USDT,2.6341,2.654,2.6158,2.628,991206.45,2614764.122,4819
1.60902E+12,2020/12/26 22:00,EOS/USDT,2.6284,2.6291,2.5714,2.5888,1023844.75,2658371.598,5446
1.60902E+12,2020/12/26 23:00,EOS/USDT,2.5888,2.6152,2.5876,2.6128,524006.93,1364731.503,2990
1.60903E+12,2020/12/27 0:00,EOS/USDT,2.6132,2.6631,2.5834,2.6292,1504858.59,3947753.952,6803
1.60903E+12,2020/12/27 1:00,EOS/USDT,2.6284,2.6539,2.6198,2.6251,1358397.47,3577903.111,6970
1.60903E+12,2020/12/27 2:00,EOS/USDT,2.6251,2.6873,2.6202,2.6565,1299034.3,3456138.404,8409
1.60904E+12,2020/12/27 3:00,EOS/USDT,2.6577,2.6624,2.6411,2.6456,578628.87,1533199.133,3797
1.60904E+12,2020/12/27 4:00,EOS/USDT,2.6455,2.6549,2.6399,2.6433,575930.91,1524157.143,3406
1.60905E+12,2020/12/27 5:00,EOS/USDT,2.6431,2.6618,2.64,2.6461,484445.01,1283796.03,3055
1.60905E+12,2020/12/27 6:00,EOS/USDT,2.6462,2.6841,2.638,2.6633,1585943.04,4221326.094,7572
1.60905E+12,2020/12/27 7:00,EOS/USDT,2.6655,2.6772,2.6471,2.6548,596971.53,1588923.986,3633
1.60906E+12,2020/12/27 8:00,EOS/USDT,2.6549,2.6635,2.6117,2.6151,782885.42,2068147.815,5051
1.60906E+12,2020/12/27 9:00,EOS/USDT,2.6157,2.6557,2.6133,2.6314,774370.12,2041070.083,4427
1.60906E+12,2020/12/27 10:00,EOS/USDT,2.6313,2.6374,2.6209,2.6263,389924.96,1024990.672,2009
1.60907E+12,2020/12/27 11:00,EOS/USDT,2.6266,2.635,2.5,2.5645,2662076.14,6833996.633,14090
1.60907E+12,2020/12/27 12:00,EOS/USDT,2.5642,2.5642,2.4773,2.5519,2397561.16,6065707.905,10104
1.60907E+12,2020/12/27 13:00,EOS/USDT,2.5528,2.6622,2.5432,2.6614,1708680.09,4438399.901,7530
1.60908E+12,2020/12/27 14:00,EOS/USDT,2.6619,2.7473,2.6502,2.7117,4203547.91,11350261.77,18322
1.60908E+12,2020/12/27 15:00,EOS/USDT,2.7117,2.8721,2.7117,2.8371,4872387.47,13648108.57,23019
1.60908E+12,2020/12/27 16:00,EOS/USDT,2.8359,2.8575,2.7166,2.7988,3847418.96,10767458.74,19741
1.60909E+12,2020/12/27 17:00,EOS/USDT,2.7978,2.8017,2.7676,2.7883,1577454.43,4390130.607,8934
1.60909E+12,2020/12/27 18:00,EOS/USDT,2.7883,2.8017,2.7718,2.7898,913982.28,2549587.2,6012
1.6091E+12,2020/12/27 19:00,EOS/USDT,2.7897,2.808,2.7728,2.7828,604052.67,1685356.978,3755
1.6091E+12,2020/12/27 20:00,EOS/USDT,2.7838,2.7897,2.7308,2.7316,1176696.7,3247396.459,8262
1.6091E+12,2020/12/27 21:00,EOS/USDT,2.7308,2.7568,2.6803,2.7313,1539683.19,4184632.848,10982
1.60911E+12,2020/12/27 22:00,EOS/USDT,2.7314,2.7482,2.6969,2.73,414459.39,1129487.831,2748
1.60911E+12,2020/12/27 23:00,EOS/USDT,2.7293,2.7611,2.7074,2.7167,491114.17,1343840.775,3310
1.60911E+12,2020/12/28 0:00,EOS/USDT,2.7164,2.7834,2.685,2.7578,2004896.75,5503719.295,9018
1.60912E+12,2020/12/28 1:00,EOS/USDT,2.7566,2.7719,2.7206,2.7338,870452.22,2391757.527,5693
1.60912E+12,2020/12/28 2:00,EOS/USDT,2.7342,2.7464,2.7166,2.7376,640896.85,1751176.476,4076
1.60912E+12,2020/12/28 3:00,EOS/USDT,2.7388,2.7465,2.7178,2.7234,469271.72,1280580.491,3518
1.60913E+12,2020/12/28 4:00,EOS/USDT,2.7222,2.724,2.7042,2.7054,701692.57,1904407.992,4396
1.60913E+12,2020/12/28 5:00,EOS/USDT,2.7049,2.728,2.7039,2.7189,446657.88,1213753.517,3160
1.60914E+12,2020/12/28 6:00,EOS/USDT,2.718,2.726,2.699,2.7246,564575.47,1530656.881,3678
1.60914E+12,2020/12/28 7:00,EOS/USDT,2.7249,2.7915,2.7219,2.7718,1585905.92,4388335.605,8689
1.60914E+12,2020/12/28 8:00,EOS/USDT,2.7716,2.8057,2.7365,2.8047,1335216,3693773.228,8408
1.60915E+12,2020/12/28 9:00,EOS/USDT,2.8041,2.8114,2.7708,2.79,1172274.53,3270630.932,14212
1.60915E+12,2020/12/28 10:00,EOS/USDT,2.7891,2.8298,2.7678,2.8068,1463397.97,4101106.754,9096
1.60915E+12,2020/12/28 11:00,EOS/USDT,2.8061,2.873,2.8056,2.8531,1081331.91,3068234.756,7491
1.60916E+12,2020/12/28 12:00,EOS/USDT,2.8531,2.8617,2.8034,2.8225,1098808.59,3113358.367,6769
1.60916E+12,2020/12/28 13:00,EOS/USDT,2.8229,2.8502,2.8018,2.8444,958177.1,2710928.9,4759
1.60916E+12,2020/12/28 14:00,EOS/USDT,2.8469,2.8941,2.8385,2.8773,900222.68,2579359.854,5060
1.60917E+12,2020/12/28 15:00,EOS/USDT,2.8778,2.8849,2.8171,2.8209,721937.66,2049152.687,4597
1.60917E+12,2020/12/28 16:00,EOS/USDT,2.8217,2.8648,2.8151,2.8388,997154.96,2834193.988,5760
1.60917E+12,2020/12/28 17:00,EOS/USDT,2.838,2.8573,2.8354,2.8523,512285.29,1459765.965,3136
